#/**
#  *
#  * German message catalog
#  *
#  * GForge
#  * Copyright 1999-2001 (c) VA Linux Systems
#  * Copyright 2003-2004 (c) Marco Schmidt, Lars Ehrhardt
#  * Copyright 2005 (c) Michael Will
#  * http://gforge.org
#  *
#  * @author Matthias Bauer, Marco Schmidt, Lars Ehrhardt, Michael Will
#  *
#  */
#
# ChangeLog:
#
# 2003-11-07  Marco Schmidt
#	* changed translation
# 2004-02-04  Lars Ehrhardt
#   * merged german.tab with base.tab to allow easier editing
#   * added small bits and pieces
#   * added translation for tracker items (not completed)
#   * convert to UTF-8 with: konwert iso1-utf8 German.tab > German_new.tab
#   * convert to UTF-8 with: konwert html-utf8 German.tab > German_new.tab
# 2004-02-06  Lars Ehrhardt
#   * continued with translation -> did some parts of task manager
# 2004-11-04  Tobias Rötschke  <gforge@roetschke.com>
#   * fixed files/forum tab and some corrections
# 2005-01-13  Tobias Rötschke  <gforge@roetschke.com>
#   * corrected submit_new and depend_info
# 2005-11-04	Michael Will <Michael.Will@edag.de>
#   * added more translations (check cvs diff)
artifact_canned	required_fields	ArtifactCanned: Name und Bevollmächtigter werden benötigt
stats_site_utils	page_views	Seitenzugriffe
stats_site_utils	patches	Patches
stats_site_utils	projects	Projekte
stats_site_utils	report	Bericht:
stats_site_utils	returned_no_category	Es wurde kein Kategorienamen zurückgegeben
stats_site_utils	site	Seite
stats_site_utils	site_views	Seitenzugriffe
stats_site_utils	statistics_for_the_past_days	Statistiken für die letzten $1 Tage
stats_site_utils	statistics_for_the_past_months	Statistiken für die letzten $1 Monate
stats_site_utils	subdomain	Subdomain
stats_site_utils	subdomain_views	Subdomain Ansichten
stats_site_utils	support	Support
stats_site_utils	tasks	Aufträge
stats_site_utils	total	Gesamt
stats_site_utils	view_by	Ansehen sortiert nach:
stats_user_graph	date	Datum
stats_user_graph	new_additions_by_day	Neue Ergänzugen, am Tag
stats_user_graph	new_user_projects	Neue Benutzer (ROT), Neue Projekte (BLAU)
stats_user_graph	user_projects	Benutzer (ROT) / Projekte (BLAU)
stats_view_graph	date	Datum
stats_view_graph	page_views	Gforge Seitenzugriffe
stats_view_graph	total_views	Gesamte Seitenzugriffe (ROT) ($1 Tage)
stats_view_graph	views	Ansichten (ROT)
survey	for_some_reason	Aus unbekannten Gründen konnte die Gruppen ID oder die Umfrage ID nicht an die Seite übermittelt werden
survey	high	Hoch
survey	low	Gering
survey	survey_not_found	Umfrage nicht gefunden.
survey	survey_privacy	Privatsphäre der Umfrage
survey	title	Umfrage
survey	warning_double_vote	Warnung - Sie sind grade dabei zum zweiten Mal bei dieser Umfrage abzustimmen.
survey_add_question	add_this_question	Füge diese Frage hinzu.
survey_add_question	error_insert_question	Fehler bei der Eingabe der Frage
survey_add_question	question	Frage
survey_add_question	question_added	Frage hinzugefügt
survey_add_question	question_type	Fragetyp
survey_add_question	show_existing_questions	Zeige vorhandene Fragen
survey_add_question	title	Eine Frage hinzufügen
survey_add_survey	add_this_survey	Diese Umfrage hinzufügen
survey_add_survey	existing_surveys	Vorhandene Umfragen
survey_add_survey	is_active	Ist Aktiv?
survey_add_survey	list_questions_numbers	Auflisten der Fragennummern in beliebiger Reihenfolge, von Kommas getrennt. <strong>Beziehen Sie sich auf die Liste Ihrer Fragen </strong> nun können sie die Frage IDŽs ansehen. Fügen Sie <strong>keine</strong> Lehrzeichen ein und beenden Sie die Liste nicht mit einem Komma. <br />Bsp: 1,2,3,4,5,6,7
survey_add_survey	name_of_survey	Name der Umfrage:
survey_add_survey	no	Nein
survey_add_survey	show_existing_question	Zeige vorhandene Fragen
survey_add_survey	survey_inserted	Umfrage eingegeben
survey_add_survey	title	Eine Umfrage hinzufügen
survey_add_survey	yes	Ja
survey_admin	delete	Löschen
survey_admin	edit	Bearbeiten
survey_admin_index	its_simple_to_create	<p>Es ist einfach eine Umfrage zu erstellen.<ol><li>Erstellen Sie Fragen und Kommentare, indem Sie die Formulare benutzen.</li><li>Erstellen Sie eine Umfrage, die Fragen nach Reihenfolge aufgelistet (wählen Sie aus<strong>Ihrer</strong> Fragenliste).</li><li>Verlinken Sie die Umfrage, indem Sie dieses Format benutzen: $1 , wobei XX die Umfragenummer ist
survey_admin_index	permission_denied	Zugriff verweigert
survey_admin_index	title	Survey 	Administration
survey_admin_index	you_can_now_activate	Sie können nun die Umfragen auf der $1 aktivieren/deaktivieren. Vorhandene Umfragen bearbeiten $2 Seite
survey_admin_utils	$1 Umfragen gefunden
survey_edit	addable_question	Hinzuzufügende Fragen
survey_edit	change_after_already_response	Wenn Sie die Umfrage ändern, nachdem schon Antworten eingegangen sind, könnten Ihre Ergebnislisten irreführend oder durcheinander gebracht werden.
survey_edit	delete_failed	Löschen fehlgeschlagen
survey_edit	delete_successful	Löschen erfolgreich
survey_edit	existing_question	Fragen in dieser Umfrage
survey_edit	existing_surveys	Vorhandene Umfragen
survey_edit	is_active	Ist Aktiv
survey_edit	list_question_numbers	Auflisten der Fragennummern in beliebiger Reihenfolge, getrennt mit Kommas. <strong>Beziehen Sie sich auf Ihre Fragenliste</strong> können Sie sich die Fragen Id's ansehen. Bitte <strong>keine</strong> Lehrzeichen einfügen und die Liste darf nicht mit einem Komma enden.<br /> Bsp: 1,2,3,4,5,6,7
survey_edit	missing_date	UPDATE FEHLGESCHLAGEN: Fehlende Daten
survey_edit	name_off_survey	Name der Umfrage
survey_edit	no	Nein
survey_edit	permission_denied	Zugriff verweigert
survey_edit	question	Fragen
survey_edit	show_existing_questions	Zeige vorhandene Fragen
survey_edit	submit_changes	Änderungen bestätigen
survey_edit	survey_question_required	UPDATE FEHLGESCHLAGEN: Umfragefragen werden benötigt
survey_edit	survey_title_required	UPDATE FEHLGESCHLAGEN: Umfragetitel wird benötigt
survey_edit	title	Eine Umfrage editieren
survey_edit	update_failed	UPDATE FEHLGESCHLAGEN
survey_edit	update_successful	UPDATE ERFOLGREICH
survey_edit	warning_survey_after_response	WARNUNG! Es ist nicht gut, eine Umfrage zu bearbeiten, nachdem bereits Antworten geschrieben wurden
survey_edit	yes	Ja
survey_edit_question	editing_question	Frage ändern
survey_edit_question	error_finding_question	Fehler beim Finden der Frage
survey_edit_question	if_you_change_after	Wenn Sie eine Frage ändern, nachdem bereits Antworten eingegangen sind, könnten Ihre Ergebnisseiten irreführend sein
survey_edit_question	permission_denied	Zugriff verweigert
survey_edit_question	question	Frage
survey_edit_question	question_type	Fragetyp
survey_edit_question	show_existing_question	Zeige existierende Fragen
survey_edit_question	submit_changes	Änderungen abschicken
survey_edit_question	title	Eine Frage ändern
survey_edit_question	update_failed	UPDATE FEHLGESCHLAGEN
survey_edit_question	update_successful	UPDATE ERFOLGREICH
survey_edit_question	warning_change_after_response	WARNUNG! Es ist nicht gut eine Frage zu ändern, wenn zu ihr schon Antworten geschrieben wurden
survey_error	error_no_valid_group_object	Kein gültiges Gruppenobjekt
survey_error	error_no_valid_question_object	Kein gültiges Frageobjekt
survey_error	error_no_valid_survey_object	Kein gültiges Umfrageobjekt
survey_error	min_question_length	Frage ist zu kurz
survey_error	no_question_found	Keine Umfragefrage gefunden
survey_error	no_survey_data_filled	Die Umfrageangaben sind nicht ausgefüllt
survey_error	no_survey_found	Keine Umfrage gefunden
survey_error	no_survey_response_found	Keine Umfrageantwort gefunden
survey_error	permission_denied	Sie haben keine Berechtigung diese Seite zu betreten
survey_index	survey_edit	Bearbeiten
survey_index	survey_id	Umfrage ID
survey_index	survey_number_questions	Anzahl der Fragen
survey_index	survey_number_votes	Anzahl der Stimmen
survey_index	survey_questions	Fragen
survey_index	survey_result	Ergebnis
survey_index	survey_result_comments	Ergebnis mit Diagramm und Kommentaren
survey_index	survey_result_graph	Ergebnis mit Diagramm
survey_index	survey_title	Umfragetitel
survey_index	survey_vote	Abstimmen
survey_index	title	Umfrage
survey_privacy	survey_privacy	Umfrage Privatsphäre
survey_privacy	the_privacy_information	<p>Die Informationen, die in diesen Umfragen gesammelt werden, werden weder an dritte Personen verkauft noch werden Ihnen Waren oder Leistungen anbeworben.</p><p>Diese Informationen werden gesammelt, um ein Profil der Projekte und Entwickler zu entwerfen, die an der Umfrage teilgenommen haben. Das Profil wird den Besuchern dieser Seite helfen, die Qualität eines Projektes zu verstehen.</p><p>Die ID's derjenigen, die an der Umfrage teilgenommen haben, werden unterdrückt und sind für Projektadministratoren, die Öffentlichkeit oder dritte Personen nicht einsehbar.</p><p>Die gesammelten Informationen wird nur in Gesamtform genutzt und nicht um besondere Benutzer oder Entwickler auszuwählen.</p><p>Wenn sich etwas an dieser Verfahrensweise ändert, wird dies nur Auswirkungen auf zukünftig gesammelte Daten haben und der Benutzer wird natürlich die Möglichkeit zum Ausloggen haben.
survey_privacy	the_team	Das $1 Team
survey_privacy	title	Umfrage
survey_rating_resp	click_to_return	Klicken um zur vorherigen Seite zurückzukehren
survey_rating_resp	error	Fehler
survey_rating_resp	error_in_insert	Fehler bei der Eingabe
survey_rating_resp	error_missing	Fehler!!! Fehlende Parameter
survey_rating_resp	if_you_vote_again	Wenn Sie nochmal abstimmen, wird ihre alte Stimme gelöscht.
survey_rating_resp	title	Abstimmung
survey_rating_resp	vote_reg	Stimme registriert
survey_rating_resp	vote_regsitered	Stimme registriert
survey_rating_resp	you_must_be_logged_in	Um abzustimmen müssen sie eingeloggt sein
survey_resp	error	Fehler
survey_resp	error_some_reason	Fehler - Aus irgendeinem Grund, ist die Gruppen ID oder die Umfrage ID nicht auf dieser Seite
survey_resp	regards	mit besten Grüßen
survey_resp	thank_you	Danke das Sie sich Zeit für diese Umfrage nehmen.
survey_resp	the_crew	Die $1 Crew
survey_resp	title	Umfrage vollständig
survey_resp	unfortunately_you_have_to_be	Um an der Umfrage teilzunehmen, müssen Sie sich leider zuerst einloggen.
survey_resp	you_nedd_to_be_logged_in	Sie müssen eingeloggt sein
survey_show_questions	$1 Fragen gefunden
survey_show_questions	title	Umfragefragen
survey_show_questions	note_use_these_questions_id	Anmerkung: Nutzen Sie diese Fragen_Id's wenn sie eine neue Umfrage erstellen
survey_show_questions	permission_denied	Zugriff verweigert
survey_show_questions	you_may_use_any_of_these	Sie können jede der Fragen für Ihre Umfrage benutzen
survey_show_results	permission_denied	Zugriff verweigert
survey_show_results	title	Umfrageergebnisse
survey_show_results_aggregate	average	Durchschnitt
survey_show_results_aggregate	comments	Kommentar
survey_show_results_aggregate	error	Fehler
survey_show_results_aggregate	no	Nein
survey_show_results_aggregate	permission_denied	Zugriff verweigert
survey_show_results_aggregate	responses	Antworten
survey_show_results_aggregate	Überschrift: 	Gesamte Umfrageergebnisse
survey_show_results_aggregate	view_comments	Zeige alle $1 Kommentare
survey_show_results_aggregate	yes	Ja
survey_show_results_aggregate	yes_no	Ja / Nein
survey_show_results_csv	permission_denied	Zugriff verweigert
survey_show_results_individual	permission_denied	Zugriff verweigert
survey_show_results_individual	title	Ergebnisse
survey_show_results_individual	yes_no	Ja / Nein
survey_show_re?ults_aggregate	no_votes	Keine Stimmen
survey_utils	add_question	Fragen hinzufügen
survey_utils	add_survey	Umfrage hinzufügen
survey_utils	admin	Admin
survey_utils	edit_questions	Fragen ändern
survey_utils	edit_survey	Umfrage ändern
survey_utils	error_this_group_has_turned_off	Fehler: Diese Gruppe hat Umfragen ausgestellt
survey_utils	show_results	Ergebnisse anzeigen
system	datefmt	d.m.Y H:i
system	locale	de_DE
system	shortdatefmt	d.m.Y
system	strftimefmt	%Y %B %e  %H:%M
top	about_blurb	Wir verfolgen viele Projekt-Nutzerstatistiken auf $1 und zeigen hier die Top-Projekte in verschiedenen Kategorien.
top	active_all_time	Aktivsten aller Zeiten
top	active_weekly	Am meisten aktiv diese Woche
top	down	Herunter $1
top	downloads	Top Downloads
top	downloads_7_days	Top Downloads (der letzten 7 Tage)
top	forum_posts	Top-Anzahl der Foreneinträge
top	highest_ranked_users	Benutzer mit dem höchsten Rang
top	NA	keine Angaben
top	pageviews	Top-Projekte-Seitenzugriffe
top	same	Dasselbe
top	title	Top-Projekte
top	top_project	Top $1 Projekt
top	up	Hoch $1
top	updated_daily	Täglich aktualisiert
top	view_other_top_category	Andere Top-Kategorien ansehen
top_mostactive	percentile	Prozent
top_mostactive	project_name	Projektname
top_mostactive	rank	Rang
top_mostactive	updated_daily	Täglich aktualisiert
top_toplist	download	Downloads
top_toplist	pageviews	Seitenzugriffe
top_toplist	posts	Einträge
top_toplist	project_name	Projektname
top_toplist	rank	Rang
top_toplist	top_download	Top-Downloads
top_toplist	top_download_7_days	Top-Downloads in den vergangenen 7 Tagen
top_toplist	top_forum_post_count	Top-Anzahl der Forumposts
top_toplist	top_weekly_pagesviews	Top-wöchentliche Projektseitenzugriffe auf *.$1 (von Impressionen des $2 Logos)
top_topusers	change	Ändern
top_topusers	info_not_available	Informationen nicht verfügbar
top_topusers	info_not_available_more	Informationen über den Benutzer mit dem höchsten Rang ist nicht verfügbar.
top_topusers	last_rank	Letzter Rang
top_topusers	rank	Rang
top_topusers	rating	Bewertung
top_topusers	real_name	Name
top_topusers	user_name	Benutzername
tracker	admin	Administrator
tracker	any	Alle
tracker	assigned_to	Zugewiesen an
tracker	assignee	Bearbeiter
tracker	check_upload	Aktivieren, falls eine Datei hochgeladen werden soll
tracker	choose	Wählen Sie einen Tracker und Sie können seine Items durchsuchen/editieren oder neue hinzufügen.
tracker	close_date	Schließdatum
tracker	date	Datum
tracker	detailed_description	Genaue Beschreibung
tracker	file_delete	Datei löschen:
tracker	file_delete_successful	Datei löschen: Erfolgreich
tracker	file_description	Dateibeschreibung
tracker	file_upload_successful	Datei hochladen: Erfolgreich
tracker	followups	Nachfolgender
tracker	id	ID
tracker	insert_email	Falls Sie sich <strong>nicht</strong> einloggen können, dann tragen Sie Ihre Email-Adresse hier ein:
tracker	item_created	Element erfolgreich angelegt
tracker	no_trackers	keine ansprechbaren Tracker gefunden
tracker	no_trackers_text	Es wurden keine Tracker konfiguriert oder Sie können sie nicht sehen.<p><FONT COLOR=RED>Der Admin für dieses Projekt muss Datentypen einrichten, die $1 Adminseite $2 benutzen</FONT></strong>
tracker	open_date	Eröffnet am
tracker	please_login	Bitte $1 einloggen $2 
tracker	priority	Priorität
tracker	reporting	Auswertung
tracker	security_note	Fügen Sie keine Passwörter oder vertrauliche Informationen in Ihre Nachricht ein!
tracker	status	Status
tracker	status_any	Alle
tracker	submitted_by	Abgeschickt von
tracker	submitter	Sender
tracker	summary	Kurzbeschreibung
tracker	tracker_item	Tracker Element
tracker	unassigned	Nicht zugeordnet
tracker	updated_successful	Erfolgreich aktualisiert
tracker_add	for_project	Für Projekt
tracker_add	submit	Abschicken
tracker_admin	add_canned_responses	Vorgefertigte Antworten hinzufügen/aktualisieren
tracker_admin	add_canned_responses_info	Allgemeine Antworten für den Tracker hinzufügen/ändern
tracker_admin	add_categories	Kategorien hinzufügen/aktualisieren
tracker_admin	add_categories_info	Kategorien hinzufügen, wie z.B.'Mailmodul','Gant Diagrammmodul','CVS', etc.
tracker_admin	add_group_infos	Gruppen hinzufügen, wie z.B.'v1.2','nicht unterstützt','unbestätigt', etc
tracker_admin	add_groups	Gruppen hinzufügen/aktualisieren 
tracker_admin	build_selection_box	Hinzufügen/Aktualisieren der Pop-Up Boxen
tracker_admin	build_selection_box_info	Neue Boxen wie Phasen, Qualitätsmetriken, Komponenten hinzufügen, etc.  Einmal hinzugefügt, können sie mit anderen Auswahlboxen genutzt werden(z.B., Kategorien oder Gruppen) um Bugs zu beschreiben und anzuzeigen oder andere Produkttypen
tracker_admin	canned_response_inserted	Vorgespeicherte Antwort eingefügt
tracker_admin	canned_response_updated	Vorgespeicherte Antwort aktualisiert
tracker_admin	category_name	Name der Kategorie
tracker_admin	choose_datatype	Wählen Sie einen Datensatz und Sie können Einstellungen, Kategorien, Gruppen, Benutzer und Berechtigungen einrichten
tracker_admin	delete	Löschen.
tracker_admin	deleted	Erfolgreich gelöscht.
tracker_admin	delete_warning	Sie sind dabei diesen Tracker und dessen gesamten Inhalt dauerhaft und unwiderbringlich zu löschen!
tracker_admin	error_inserting	Fehler beim Einfügen
tracker_admin	error_updating	Fehler beim Aktualisieren
tracker_admin	group_name	Neuer Gruppenname
tracker_admin	intro	<h3>Erstelle einen neuen Tracker</h3><p>Sie können dieses System benutzen, um virtuell jede Art von Daten zu verfolgen. Bei jedem Tracker haben Sie separate User, Gruppen, Kategorien und Berechtigungslisten. Sie können auch einfach Elemente zwischen den Trackern verschieben, falls benötigt.</p><p>Tracker beziehen sich auf "Artifact Types" und individuelle Datenteile are "Artifacts". "Bugs" könnten ein Artifacttyp sein , während ein bug report ein Artifact wäre. Sie können so viele Artifacttypen erstellen wie sie wollen, aber denken sie daran, dass Sie Kategorien, Gruppen, und Berechtigungen für jeden Typ erstellen, welcher zeitraubend sein könnte
tracker_admin	permanently_delete_info	Diesen Tracker dauerhaft löschen.
tracker_admin	really_sure	Ich bin wirklich sicher.
tracker_admin	sure	Ich bin sicher.
tracker_admin	title	Administration
tracker_admin	tracker_id	ID
tracker_admin	tracker_title	Titel
tracker_admin	tracker_updated	Tracker aktualisiert
tracker_admin	update_preferences	Aktualisierungseinstellungen
tracker_admin	update_preferences_info	Richten Sie Einstellungen ein, wie z.B. Ablaufzeit, Emailadressen
tracker_admin_add_canned	canned_response_body	Nachrichtenrumpf
tracker_admin_add_canned	canned_response_info	Das Schreiben von allgemein nützlichen Nachrichten wird viel Zeit sparen, wenn Produktanfragen bearbeitet werden.
tracker_admin_add_canned	canned_response_title	Titel
tracker_admin_add_canned	existing_responses	Existierende Antworten
tracker_admin_add_canned	no_responses	In dieser Gruppe sind keine Antworten eingerichtet.
tracker_admin_add_canned	title	Hinzufügen/Ändern vorgespeicherter Antworten zu $1
tracker_admin_build_boxes	box_add_choices	Auswahl hinzufügen
tracker_admin_build_boxes	box_change_warning	Es ist nicht empfehlenswert, dass Sie die Extrafeldnamen ändern,weil andere Dinge davon abhängig sind. Wenn Sie den Extrafeldnamen ändern, werden alle verwandten Elemente zum neuen Namen geändert.
tracker_admin_build_boxes	box_name	Extrafeldname
tracker_admin_build_boxes	box_name_inserted	Extrafeld eingefügt
tracker_admin_build_boxes	box_name_updated	Extrafeld aktualisiert
tracker_admin_build_boxes	box_sizeattr1	Textfeldgröße /Textbereich Spalten
tracker_admin_build_boxes	box_sizeattr2	Textfeld maximale Länge/Textbereich Spalten
tracker_admin_build_boxes	box_sizerows	Textfelder und Textbereiche müssen jeweils Größe/Maximale Länge und Reihen/Spalten definiert haben.
tracker_admin_build_boxes	box_type	Typ des Extrafeldes
tracker_admin_build_boxes	box_type_radio	Radio Buttons
tracker_admin_build_boxes	box_type_select	Auswahl Box
tracker_admin_build_boxes	box_type_text	Textfeld
tracker_admin_build_boxes	box_type_textarea	Textbereich
tracker_admin_build_boxes	box_update_title	Bearbeite ein Extrafeld in: $1
tracker_admin_build_boxes	box_warning	Wenn Sie einmal ein neues Extrafeld angelegt haben, dann kann es nicht mehr gelöscht werden.
tracker_admin_build_boxes	choice_inserted	Element eingefügt
tracker_admin_build_boxes	choice_updated	Element aktualisiert
tracker_admin_build_boxes	choice_warning	Wenn Sie einmal ein neues Element hinzugefügt haben, kann es nicht mehr gelöscht werden.
tracker_admin_build_boxes	edit	Bearbeiten
tracker_admin_build_boxes	error_inserting_box	Fehler beim Einfügen eines Extrafeldes
tracker_admin_build_boxes	error_inserting_choice	Fehler beim Einfügen eines Elementes
tracker_admin_build_boxes	error_updating	Fehler beim Aktualisieren eines Extrafeldnamens
tracker_admin_build_boxes	no_box	Sie haben keine Extra-Felder definiert
tracker_admin_build_boxes	no_choice	Sie haben keine Elemente definiert 
tracker_admin_build_boxes	opt_add_name	Neues Element hinzufügen
tracker_admin_build_boxes	opt_name	Element
tracker_admin_build_boxes	opt_title	Hinzufügen/Aktualisieren Extra-Feld-Elemente in: $1
tracker_admin_build_boxes	opt_update_title	Bearbeite ein Extrafeldelement in: $1
tracker_admin_build_boxes	required_box_name	Ein Feldname ist erforderlich
tracker_admin_build_boxes	required_choice_name	Ein Elementname ist erforderlich
tracker_admin_build_boxes	title	 	Hinzufügen/Aktualisieren Extra-Felder
tracker_admin_build_boxes	tracker_box_option_title	Elemente definiert
tracker_admin_build_boxes	tracker_box_title	Extra Felder definiert
tracker_admin_copy	choices_title	Kopiere Auswahl von Extra-Feld $1
tracker_admin_copy	copy_choices	Klicken Sie hier, um andere Elemente in andere Tracker zu kopieren
tracker_admin_copy	from_box	Kopieren von
tracker_admin_copy	into_box	In Tracker und extra Felder
tracker_admin_update_canned	title	Bearbeite vorgespeicherte Antworten in: $1
tracker_admin_update_cat	title	Modifiziere Kategory für: $1
tracker_admin_update_group	title	Modifiziere eine Gruppe für: $1
tracker_admin_update_group	warnung!	Es ist nicht zu empfehlen, dass Sie den Produktgruppenamen ändern, weil andere Dinge davon abhängig sind. Wenn Sie den Gruppennamen ändern, werden alle verwandten Elemente zum neuen Namen geändert.
tracker_admin_update_type	allow_anonymous	Erlaube anonyme Beiträge
tracker_admin_update_type	browse_item_form_text	Freier Text für die "Elemente durchsuchen" Seite
tracker_admin_update_type	days_overdue	Tage bis überfällig angenommen
tracker_admin_update_type	description	Beschreibung
tracker_admin_update_type	email_all_changes	Schicke E-Mail bei allen Änderungen
tracker_admin_update_type	name	<strong> Name:</strong> (Beispiele: Meeting Minuten, Testergebnisse, RFP Dokumente)
tracker_admin_update_type	pending_timeout	Tage bis unbearbeitete Trackerelemente Timeout haben
tracker_admin_update_type	publicy_available	Öffentlich sichtbar
tracker_admin_update_type	send_submissions	Schicke E-Mail bei Neueinträgen an
tracker_admin_update_type	submit_item_form_text	Freier Text für die "neues Element bestätigen" Seite
tracker_admin_update_type	title	Aktualisiere $1
tracker_artifact	are_you_sure_delete	Wollen Sie das Produkt wirklich löschen?
tracker_artifact	confirm_delete	Ja, ich möchte dieses Produkt löschen
tracker_artifact	deleted_successfully	Produkt erfolgreich gelöscht
tracker_artifact	delete_failed	Löschen des Produktes fehlgeschlagen.
tracker_artifact	delete_failed_confirm	Bestätigung fehlgeschlagen. Produkt wurde nicht gelöscht
tracker_artifact	delete_text	Lösche dieses Element
tracker_artifact	double_submit	Sie haben versucht dieses Element doppelt abzuschicken. Bitte vermeiden Sie "double-clicking".
tracker_artifact	error_admin_modify	Produkt: Nur Produkt-Admins können private Produkttypen bearbeiten.
tracker_artifact	error_body_required	Gegenstand: Rumpf der Nachricht erforderlich
tracker_artifact	error_no_anonymous	Produkt: Dieser Produkttyp erlaubt keine anonymen Eingaben. Bitte einloggen.
tracker_artifact	error_summary_required	Artefakt: Zusammenfassung der Nachricht erforderlich
tracker_artifact	error_valid_email_required	SetMonitor::Gültige Email-Adresse benötigt
tracker_artifact	logged_in_no	Angemeldet: NEIN
tracker_artifact	logged_in_yes	Angemeldet: JA
tracker_artifact	monitoring_activated	Überwachung aktiviert
tracker_artifact	monitoring_deactivated	Überwachung deaktiviert
tracker_artifact	nothing_changed	Keine Änderungen - Aktualisierung abgebrochen
tracker_artifact	private_error	Produkt: Nur Gruppenmitglieder können private Produkttypen sehen
tracker_artifactfile	required_fields	Produktgruppe: Dateiname, Typ, Größe und Daten sind erforderlich
tracker_artifacthtml	by	Von
tracker_artifacthtml	date	Datum
tracker_artifacthtml	field	Feld
tracker_artifacthtml	message	Nachricht
tracker_artifacthtml	no_changes	An dem Element wurden keine Änderungen vorgenommen
tracker_artifacthtml	no_followups	keine Folgeaktivität (gepostet)
tracker_artifacthtml	old_value	Alter Wert
tracker_artifacthtml	sender	Sender
tracker_artifacttype	admin	Verwalten
tracker_artifacttype	browse	Durchsuchen
tracker_artifacttype	nobody	Niemanden
tracker_artifacttype	none	Keine
tracker_artifacttype	reporting	Auswertung
tracker_artifacttype	required_fields	ArtifactType: Name, Beschreibung, Frist, und Statustimeout werden benötigt
tracker_artifacttype	submit_new	Eintrag anlegen
tracker_browse	admin_mass_update	<strong>Admin:</strong></FONT> Wenn Sie alle Änderungen aus den oben ausgewählten Items übernehmen möchten, nutzen Sie diese Bedienelemente um ihre Eigenschaften zu verändern und klicken sie einmal auf "Mass Update".
tracker_browse	ascending	Aufsteigend
tracker_browse	canned_response	Vorgespeicherte Antwort
tracker_browse	check_all	Markiere alle   
tracker_browse	clear_all	Lösche alle   
tracker_browse	day7	Letzten 7 Tage
tracker_browse	descending	Absteigend
tracker_browse	hour24	Letzten 24 h
tracker_browse	mass_update	Markierte Einträge aktualisieren
tracker_browse	month1	Letzten Monat
tracker_browse	next	Nächste 50
tracker_browse	no_change	Keine Änderung
tracker_browse	no_items	Keine Beiträge gefunden
tracker_browse	old_requests	* Anfragen, die älter als $1 Tage sind
tracker_browse	previous	Vorherige 50
tracker_browse	sort_by	Sortieren nach
tracker_browse	week2	Letzte 2 Wochen
tracker_detail	add_comment	Kommentar hinzufügen
tracker_detail	attached_files	Angehängte Dateien
tracker_detail	build_task_relation	Erstelle Auftragszusammenhang
tracker_detail	changes	Änderungen
tracker_detail	description	Beschreibung
tracker_detail	download	Download
tracker_detail	name	Name
tracker_detail	no_files_attached	Momentan keine Dateien angehängt
tracker_detail	title	Detail
tracker_mod	attach_comment	Oder hängen sie einen Kommentar an
tracker_mod	build_task_relation	Erstelle Auftragsverbindung
tracker_mod	canned_response	Benutze vorgespeicherte Antwort
tracker_mod	changelog	Änderungsprotokoll
tracker_mod	data_type	Datentyp
tracker_mod	date_closed	Datum geschlossen
tracker_mod	date_submitted	Datum abgeschickt
tracker_mod	delete	Löschen
tracker_mod	description	Beschreibung
tracker_mod	download	Download
tracker_mod	existing_files	Existente Dateien
tracker_mod	name	Name
tracker_mod	no_files	Momentan keine Dateien angehängt
tracker_mod	title	Bearbeiten
tracker_taskmgr	add_relationship	Eine Beziehung zum ausgewählten Auftrag hinzufügen
tracker_taskmgr	add_relation_to_task	Eine Beziehung zum existierenden Auftrag hinzufügen.
tracker_taskmgr	build_relationships	Beziehung zwischen Tracker Items und Task Manager aufbauen
tracker_taskmgr	create_task	Neuen Auftrag anlegen
tracker_taskmgr	task	Auftrag
tracker_taskmgr	task_manager_project	Task Manager Projekt
tracker_taskmgr	tracker_item	Tracker Element
trove	not_categorized	Dieses Projekt hat sich noch nicht kategorisiert in der
trove	title	 	Softwarefundkarte
trove_list	browse_by	durchsuchen nach
trove_list	invalid_category_text	Diese Fundkategorie existiert nicht
trove_list	invalid_category_title	Ungültige Fundkategorie
trove_list	limiting_view	Die Projektansicht auf folgende Kategorien begrenzen
trove_list	more_than	Mehr als <strong>$1</strong> in der Ergebnisliste.
trove_list	number_of_projects	<strong>$1</strong> Projekte in der Ergebnisliste.
trove_list	projects	$1 Projekte
trove_list	remove_filter	Entferne diesen Filter
trove_list	title	Softwarekarte
user_home	diary_notes	Terminkalender und Notizen
user_home	diary_notes_entries	Terminkalender/Notiz-Einträge:
user_home	diary_notes_monitor	Beobachte diesen Terminkalender
user_home	diary_notes_view	Zeige Terminkalender/Notizen
user_home	email	E-Mail-Adresse
user_home	jabber_address	Jabber Adresse
user_home	login_name	Anmelde-Name
user_home	member_of	Dieser Entwickler ist Mitglied bei den folgenden Projekten:
user_home	no_projects	Dieser Entwickler ist kein Mitglied bei einem Projekt.
user_home	peer_rating	Benutzer Bewertung 
user_home	peer_rating_disabled	Benutzer wollte nicht an der Peer-Bewertung teilnehmen
user_home	personal_information	Persönliche Information
user_home	project_info	Projekt-Info
user_home	real_name	Echter Name
user_home	site_member_since	Mitglied seit
user_home	skills_profile	Qualifikationenprofil
user_home	title	Entwicklerprofil
user_home	user_id	Benutzer-ID
users	no_user_name	Kein Benutzername angegeben
