#/** -*- coding: utf-8 -*-
#  *
#  * Italian Message catalog
#  *
#  *
#  * @version   $Id$
#  *
#  * Changelog:
#  * 2002-12-15 rspisser <reinhard@spisser.it>
#  *           Translation from Base.tab
#  * 2003-01-04 rspisser <reinhard@spisser.it>
#  *           removed all not used entries
#  * 2003-01-17 rspisser <reinhard@spisser.it>
#  *           adding localization strings for forums
#  * 2003-01-21 rspisser <reinhard@spisser.it>
#  *           adding localization strings for my, diary, project_homepage
#  * 2003-01-25 rspisser <reinhard@spisser.it>
#  *           adding localization strings for pm
#  * 2003-02-04 rspisser <reinhard@spisser.it>
#  *           localization of the tracker
#  * 2003-11-13 rspisser <reinhard@spisser.it>
#  *            removed double strings, removed not translated strings,
#  * 2004-03-05 Lele Gaifax <lele@nautilus.homeip.net>
#  *            revisited and synced with Base.
#  * 2006-02-22 rspisser <reinhard@spisser.it>
#  *            synced with Base.tab
#  * 2006-05-02 rspisser <reinhard@spisser.it>
#  *            moved style information to .css file
#
#  **/
#

		account	title	Preferenze account
survey_show_results_aggregate	error	errore
survey_show_results_aggregate	no	No
survey_show_results_aggregate	no_votes	Nessun voto
survey_show_results_aggregate	permission_denied	Permesso negato
survey_show_results_aggregate	responses	Risposte
survey_show_results_aggregate	title	Visualizza risultati aggregati
survey_show_results_aggregate	view_comments	Visualizza commenti
survey_show_results_aggregate	yes	Si
survey_show_results_aggregate	yes_no	Si / No
survey_show_results_csv	permission_denied	Utente non autorizzato
survey_show_results_individual	permission_denied	Utente non autorizzato
survey_show_results_individual	title	Risultati
survey_show_results_individual	yes_no	Si / No
survey_utils	add_question	Aggiungi domande
survey_utils	add_survey	Aggiungi sondaggio
survey_utils	admin	Amministra
survey_utils	edit_questions	Modifica domande
survey_utils	edit_survey	Modifica sondaggio
survey_utils	error_this_group_has_turned_off	Errore, questo progetto ha disabilitato i sondaggi
survey_utils	show_results	Visualizza risultati
system	datefmt	d/m/Y H:i
system	locale	it_IT
system	shortdatefmt	d-m-Y
system	strftimefmt	%d %B %Y %H:%M
top	about_blurb	Vengono mantenute diverse statistiche sull'utilizzo di $1. Qui trovi quelle relative ai progetti più seguiti, nelle varie categorie.
top	active_all_time	Progetti più attivi
top	active_weekly	Progetti più attivi nella scorsa settimana
top	down	Sceso di $1
top	downloads	Download più frequenti
top	downloads_7_days	Download più frequenti (ultimi 7 giorni)
top	forum_posts	Forum più utilizzati
top	highest_ranked_users	Utenti più valutati
top	NA	N/A
top	pageviews	Pagine più visitate, sul numero di visualizzazione del logo $1
top	same	Uguale
top	title	Progetti principali
top	top_project	Top $1 project
top	up	Salito di $1
top	updated_daily	Aggiornato giornalmente
top	view_other_top_category	Visualizza altre statistiche
top_mostactive	percentile	Percentuale
top_mostactive	project_name	Nome Progetto
top_mostactive	rank	Posizione
top_mostactive	updated_daily	Aggiornato giornalmente
top_toplist	download	Download
top_toplist	pageviews	Visite alle pagine
top_toplist	posts	Messaggi inseriti
top_toplist	project_name	Nome progetto
top_toplist	rank	Posizione
top_toplist	top_download	Download principali
top_toplist	top_download_7_days	Download più frequenti negli ultimi 7 giorni
top_toplist	top_forum_post_count	Forum più frequentati
top_toplist	top_weekly_pagesviews	Pagine di progetto più visitate su *.$1 (dagli accessi al logo di $2)
top_topusers	change	Cambia
top_topusers	info_not_available	Informazione non disponibile
top_topusers	info_not_available_more	Informazione sugli utenti più valutati non è disponibile.
top_topusers	last_rank	Ultima posizione
top_topusers	rank	Posizione
top_topusers	rating	Valutazione
top_topusers	real_name	Nome reale
top_topusers	user_name	Nome utente
tracker	admin	Amministra
tracker	any	Tutti
tracker	assigned_to	Assegnato a
tracker	assignee	Assegnatario
tracker	build_query	Costruisci query
tracker	check_upload	Seleziona per fare l'upload del file
tracker	choose	Seleziona un tracker e visualizza/aggiungi o modifica gli elementi.
tracker	close_date	Data fine
tracker	date	Data
tracker	detailed_description	Descrizione dettagliata
tracker	file_delete	Rimozione file:
tracker	file_delete_successful	Rimozione file eseguita
tracker	file_description	Descrizione File
tracker	file_upload	Allega file
tracker	file_upload_successful	File caricato con successo
tracker	followups	Commenti
tracker	id	ID
tracker	insert_email	Se <strong>non</strong> puoi fare la login, inserisci qui il tuo indirizzo email:
tracker	item_created	Elemento creato con successo
tracker	no_related_tasks	Nessuna attivit&agrave; correlata
tracker	no_trackers	Nessun tracker trovato
tracker	no_trackers_text	Non è stato creato nessun tracker oppure non hai le autorizzazioni per visualizzarlo.<p><span class="important">L'amministratore del progetto può creare tracker utilizzando la pagina di $1 amministrazione $2</span>
tracker	open_date	Data inserimento
tracker	please_login	Fatti $1 riconoscere $2, per favore
tracker	priority	Priorità
tracker	query_delete	Rimuovi query
tracker	query_load	Carica query
tracker	query_name	Nome della query
tracker	query_update	Aggiorna query
tracker	quickbrowse	Consulta veloce
tracker	related_tasks	Attivit&agrave; correlate
tracker	reporting	Reportistica
tracker	run_query	Esegui
tracker	saved_queries	Salva modifiche
tracker	security_note	NON inserire password o informazioni confidenziali nel tuo messaggio!
tracker	status	Stato
tracker	status_any	Tutti
tracker	submitted_by	Inserito da
tracker	submitter	Inserito da
tracker	summary	Sommario
tracker	tracker_item	Elemento tracker
tracker	unassigned	Non assegnato
tracker	updated_successful	Aggiornato con successo
tracker_add	for_project	Per il progetto
tracker_add	submit	Invia
tracker_admin	add_artifact_types	Aggiungi tipi tracker
tracker_admin	add_artifact_types	Aggiungi tipi elementi
tracker_admin	add_artifact_types	Aggiungi tipi elementi
tracker_admin	add_canned	Aggiungi risposte predefinite
tracker_admin	add_canned_responses	Aggiungi/modifica risposte predefinite
tracker_admin	add_canned_responses_info	Crea/cambia risposte predefinite per il tracker
tracker_admin	add_categories	Aggiorna/modifica Categoria
tracker_admin	add_categories_info	Aggiungi categorie come 'modulo mail', 'diagramma di gantt', etc.
tracker_admin	add_group_infos	Aggiungi gruppi come 'v1.2','non supportata','non verificata', etc
tracker_admin	add_groups	Aggiorna/modifica gruppi
tracker_admin	build_selection_box	Gestisci campi personalizzati
tracker_admin	build_selection_box_info	Aggiungi nuove combo, esempio: Fasi del progetto, componenti, etc. Una volta aggiunti, queste combo possono essere utilizzate per descrivere o per elencare tipi di elementi.
tracker_admin	canned_response_inserted	Risposta predefinita inserita
tracker_admin	canned_response_updated	Risposta predefinita aggiornata
tracker_admin	category_name	Nome categoria
tracker_admin	choose_datatype	Scegli un tracker e imposta preferenze, gruppi, categorie, utenti e permessi
tracker_admin	choose_tracker	Seleziona il tracker da copiare. L'amministratore del sito dovrà impostare i tracker con valori di default e impostare i privilegi in modo tale che tu possa accedervi. 
tracker_admin	clone_tracker	Copia Tracker
tracker_admin	clone_warning	ATTENZIONE!!! Copiare questo tracker significa copiare tutti i campi e tutti ciò che comprendono. Se lo stesso tracker viene copiato più volte rischi di fare grande confusione!
tracker_admin	delete	Rimuovi Tracker
tracker_admin	deleted	Rimosso
tracker_admin	delete_extrafieldwarning	Stai per rimuovere in modo permanente e irrimediabile questo campo personalizzato e tutto il suo contenuto!
tracker_admin	delete_warning	Stai per rimuovere in modo permanente e irrimediabile questo tracker e tutto il suo contenuto!
tracker_admin	error_inserting	Errore nell'inserimento
tracker_admin	error_updating	Errore nell'aggiornamento
tracker_admin	group_name	Nome gruppo
tracker_admin	intro	<h3>Crea un nuovo tracker</h3><p>Questo sistema permette di tracciare virtualmente qualsiasi tipo di informazione. Ogni tracker ha differenti gruppi, categorie, utenti e permessi. Si possono anche spostare elementi tra un tracker e l'altro.</p><p>Puoi creare quanti Tracker desideri, ma ricorda che dovrai impostare le categorie, i gruppi e i permessi di ciascuno, cosa che può richiedere anche molto tempo.
tracker_admin	manage_extrafield	Gestisci campi personalizzati
tracker_admin	permanently_delete_info	Rimuovi in modo permanente questo tracker
tracker_admin	really_sure	Sono veramente sicuro.
tracker_admin	sure	Sono sicuro.
tracker_admin	title	Amministrazione
tracker_admin	tracker_id	ID
tracker_admin	tracker_title	Titolo
tracker_admin	tracker_updated	Tracker aggiornato
tracker_admin	update_artifact_types	Aggiorna impostazioni
tracker_admin	update_preferences	Aggiorna preferenze
tracker_admin	update_preferences_info	Imposta preferenze come tempi di scadenza, indirizzi email, etc
tracker_admin_add_canned	canned_response_body	Contenuto del messaggio
tracker_admin_add_canned	canned_response_info	Può essere molto utile creare messaggi generici che ti permettono di risparmiare molto tempo quando bisogna trattare molte richieste simili.
tracker_admin_add_canned	canned_response_title	Titolo
tracker_admin_add_canned	existing_responses	Risposte esistenti
tracker_admin_add_canned	no_responses	Nessuna risposta predefinita per questo progetto
tracker_admin_add_canned	title	Aggiungi/modifica risposte predefinite per $1
tracker_admin_build_boxes	add_field	Aggiungi nuovo campo personalizzato
tracker_admin_build_boxes	alias	Alias del campo
tracker_admin_build_boxes	box_add_choices	aggiungi scelte
tracker_admin_build_boxes	box_change_warning	Non è consigliabile cambiare il nome del campo personalizzato poiché altri elementi dipendono dal nome.
tracker_admin_build_boxes	box_name	Nome campo personalizzato
tracker_admin_build_boxes	box_name_inserted	Campo aggiuntivo inserito
tracker_admin_build_boxes	box_name_updated	Campo personalizzato aggiornato
tracker_admin_build_boxes	box_sizeattr1	Dimensione campo testo/righe area testo
tracker_admin_build_boxes	box_sizeattr2	Lunghezza massima campo testo/colonne area testo
tracker_admin_build_boxes	box_sizerows	Per i tipi campo testo e area di testo è necessario definire rispettivamente una dimensione/dimensione massima e il numero di righe/colonne.
tracker_admin_build_boxes	box_status	Stato
tracker_admin_build_boxes	box_type	Tipo del campo personalizzato
tracker_admin_build_boxes	box_type_checkbox	Check Box
tracker_admin_build_boxes	box_type_multiselect	Casella di scelta multipla (multi-select)
tracker_admin_build_boxes	box_type_radio	Radio buttons
tracker_admin_build_boxes	box_type_select	Casella di selezione (Select)
tracker_admin_build_boxes	box_type_status	Stato
tracker_admin_build_boxes	box_type_text	Campo testo
tracker_admin_build_boxes	box_type_textarea	Area di testo
tracker_admin_build_boxes	box_update_title	Modifica un campo personalizzato in: $1
tracker_admin_build_boxes	choice_inserted	Elemento inserito
tracker_admin_build_boxes	choice_updated	Elemento aggiornato
tracker_admin_build_boxes	choice_warning	Una volta aggiunto un nuovo elemento, non può più essere rimosso.
tracker_admin_build_boxes	copy	Copia
tracker_admin_build_boxes	delete	Rimuovi
tracker_admin_build_boxes	delete_template	Rimuovi template
tracker_admin_build_boxes	download_template	Scarica template di default
tracker_admin_build_boxes	edit	Modifica
tracker_admin_build_boxes	error_inserting_box	Errore durante l'inserimento di un campo personalizzato
tracker_admin_build_boxes	error_inserting_choice	Errore durante l'inserimento di un elemento
tracker_admin_build_boxes	error_updating	Errore durante l'aggiornamento di un campo personalizzato
tracker_admin_build_boxes	extrafield_deleted	Campo personalizzato Rimosso
tracker_admin_build_boxes	invalid_alias	L'alias contiene caratteri non validi; sono ammessi solo lettere, numeri, - e _.
tracker_admin_build_boxes	manage_template	Template per la visualizzazione del campo personalizzato
tracker_admin_build_boxes	no_box	Non sono stati definiti campi personalizzati
tracker_admin_build_boxes	no_choice	Non è stato definito alcun elemento
tracker_admin_build_boxes	opt_add_name	Aggiungi nuovo elemento
tracker_admin_build_boxes	opt_name	Elemento
tracker_admin_build_boxes	opt_title	Aggiungi/aggiorna campi personalizzati in: $1
tracker_admin_build_boxes	opt_update_title	Modifica un elemento in: $1
tracker_admin_build_boxes	required_box_name	il nome campo è obbligatorio
tracker_admin_build_boxes	required_choice_name	nome elemento è obbligatorio
tracker_admin_build_boxes	reserved_alias	'$1' è un alias riservato. Scegliere un nome diverso.
tracker_admin_build_boxes	title	Gestisci campi personalizzati
tracker_admin_build_boxes	tracker_box_add_options	Aggiungi opzioni
tracker_admin_build_boxes	tracker_box_option_title	Elementi definiti
tracker_admin_build_boxes	tracker_box_title	Campi personalizzati definiti
tracker_admin_build_boxes	tracker_box_type	Tipo
tracker_admin_build_boxes	upload_template	Aggiungi/aggiorna template
tracker_admin_copy	choices_title	Copia scelte dal campo personalizzato $1
tracker_admin_copy	copy_choices	Clicca qui per copiare questi elementi in altri tracker.
tracker_admin_copy	from_box	Copia da
tracker_admin_copy	into_box	nei tracker e campi personalizzati
tracker_admin_update_canned	title	Modifica risposte predefinite per: $1
tracker_admin_update_cat	title	Modifica categoria in: $1
tracker_admin_update_group	title	Modifica un gruppo: $1
tracker_admin_update_type	allow_anonymous	Permetti inserimenti anonimi
tracker_admin_update_type	browse_item_form_text	Testo libero per la pagina di consultazione degli elementi
tracker_admin_update_type	days_overdue	Numero giorni dopo il quale l'elemento è da considerarsi fuori tempo
tracker_admin_update_type	description	Descrizione
tracker_admin_update_type	email_all_changes	Invia email per tutti i cambiamenti
tracker_admin_update_type	name	<strong> Nome:</strong> (esempio: verbali, risultati di test, documenti, etc.)
tracker_admin_update_type	pending_timeout	Numero giorni dopo i quali elementi in attesa di conferma scadono
tracker_admin_update_type	publicy_available	Pubblicamente disponibile
tracker_admin_update_type	send_submissions	Invia email per nuovi inserimenti all'indirizzo
tracker_admin_update_type	submit_item_form_text	Testo libero per la pagina di inserimento di un nuovo elemento
tracker_admin_update_type	title	Aggiorna $1
tracker_artifact	are_you_sure_delete	Sei sicuro di voler rimuovere questo tracker?
tracker_artifact	confirm_delete	Sì, voglio rimuovere questo tracker
tracker_artifact	deleted_successfully	Tracker Rimosso
tracker_artifact	delete_failed	Rimozione fallita
tracker_artifact	delete_failed_confirm	Conferma fallita; tracker non rimosso
tracker_artifact	delete_text	Rimuovi questo tracker
tracker_artifact	double_submit	Hai cercato di inserire due volte lo stesso messaggio. Cerca di evitare il doppio-click.
tracker_artifact	error_admin_modify	Tracker: Solo amministratori possono modificare Tracker privati
tracker_artifact	error_body_required	Il contenuto è obbligatorio
tracker_artifact	error_no_anonymous	Tracker: Questo tracker non permette inserimenti come anonimo.
tracker_artifact	error_remap_status	Elemento: errore nel cambio stato
tracker_artifact	error_summary_required	Il sommario è obbligatorio
tracker_artifact	error_valid_email_required	È richiesto un indirizzo email valido
tracker_artifact	logged_in_no	Collegato: NO
tracker_artifact	logged_in_yes	Collegato: SI
tracker_artifact	monitoring_activated	Notifica attivata
tracker_artifact	monitoring_deactivated	Notifica disattivata
tracker_artifact	nothing_changed	Nessuna modifica inserita - aggiornamento annullato
tracker_artifact	private_error	Solo membri del progetto possono vedere tracker privati
tracker_artifact	save	Salva modifiche
tracker_artifactfile	required_fields	Nome file, tipo, dimensione e data sono campi obbligatori
tracker_artifacthtml	by	Da
tracker_artifacthtml	date	Data
tracker_artifacthtml	field	Campo
tracker_artifacthtml	message	Messaggio
tracker_artifacthtml	no_changes	Non sono state effettuate modifiche
tracker_artifacthtml	no_followups	Non sono stati inseriti commenti
tracker_artifacthtml	old_value	Valore precedente
tracker_artifacthtml	sender	Mittente
tracker_artifacttype	admin	Amministra
tracker_artifacttype	browse	Consulta
tracker_artifacttype	csv	Scarica .csv
tracker_artifacttype	invalid_emails	Indirizzi e-mail non validi
tracker_artifacttype	monitoring_activated	Notifica attivata
tracker_artifacttype	monitoring_deactivated	Notifica disattivata
tracker_artifacttype	nobody	Nessuno
tracker_artifacttype	none	Nessuno
tracker_artifacttype	reporting	Reportistica
tracker_artifacttype	required_fields	Nome, descrizione, il numero di giorni dopo il quale l'elemento è da considerarsi fuori tempo e il numero di giorni dopo i quali elementi in attes di conferma scadono sono campi obbligatori
tracker_artifacttype	submit_new	Inserisci nuovo
tracker_browse	admin_mass_update	<strong>Amministratore:</strong> Se vuoi apportare delle modifiche a tutti gli elementi elencati, usa i campi sottostanti per cambiare le proprietà e seleziona "Aggiornamento multiplo".
tracker_browse	ascending	Ascendente
tracker_browse	canned_response	Risposta predefinita
tracker_browse	check_all	Seleziona&nbsp;tutti
tracker_browse	clear_all	Deseleziona&nbsp;tutti
tracker_browse	day7	Ultimi 7 giorni
tracker_browse	descending	Discendente
tracker_browse	hour24	Ultime 24 ore
tracker_browse	mass_update	Aggiornamento multiplo
tracker_browse	month1	Ultimo mese
tracker_browse	next	Prossimi 50
tracker_browse	no_change	Nessuna modifica
tracker_browse	no_items	Nessun elemento trovato
tracker_browse	old_requests	* indica richieste più vecchie di $1 giorni
tracker_browse	previous	Precedenti 50
tracker_browse	sort_by	Ordina per
tracker_browse	week2	Ultime 2 settimane
tracker_detail	add_comment	Aggiungi commento
tracker_detail	attached_files	File inseriti
tracker_detail	build_task_relation	Costruisci relazione con attivià
tracker_detail	changes	Modifiche
tracker_detail	description	Descrizione
tracker_detail	download	Download
tracker_detail	name	Name
tracker_detail	no_files_attached	Nessun file inserito
tracker_detail	title	Dettaglio
tracker_mod	attach_comment	OPPURE attacca un commento
tracker_mod	build_task_relation	Costruisci relazione con attività
tracker_mod	canned_response	Usa risposta predefinita
tracker_mod	changelog	Change Log
tracker_mod	data_type	Tipo dato
tracker_mod	date_closed	Data di chiusura
tracker_mod	date_submitted	Data di inserimento
tracker_mod	delete	Rimuovi
tracker_mod	description	Descrizione
tracker_mod	download	Download
tracker_mod	existing_files	File esistenti
tracker_mod	name	Nome
tracker_mod	no_files	Nessun file inserito
tracker_mod	title	Modifica
tracker_monitor	monitor	Notifica
tracker_monitor	monitorstop	Termina notifica
tracker_query	closedaterange	Intervallo data di chiusura
tracker_query	moddaterange	Intervallo ultima data di modifica
tracker_query	opendaterange	Intervallo data di apertura
trackertab	attachments	Allegati
trackertab	changes	Modifiche
trackertab	commits	Commit
trackertab	details	Dettagli
trackertab	followups	Risposte
trackertab	relatedtasks	Attivit&agrave; correlate
tracker_taskmgr	add_relationship	Aggiungi relazione all'attività selezionata
tracker_taskmgr	add_relation_to_task	Aggiungi relazione ad attività esistente
tracker_taskmgr	build_relationships	Costruisci una relazione tra voci nel tracker e le attività
tracker_taskmgr	create_task	Crea nuova attività
tracker_taskmgr	task	Attività
tracker_taskmgr	task_manager_project	Progetto Attività
tracker_taskmgr	tracker_item	Elemento tracker
trove	not_categorized	Questo progetto non è ancora stato categorizzato nella
trove	title	Mappa del software Trove
trove_list	browse_by	Consulta per
trove_list	invalid_category_text	La categoria Trove richiesta non è valida
trove_list	invalid_category_title	Categoria Trove non valida
trove_list	limiting_view	Filtro impostato sulle seguenti categorie
trove_list	more_than	Più di <strong>$1</strong> progetti.
trove_list	number_of_projects	<strong>$1</strong> progetti.
trove_list	projects	$1 progetti
trove_list	remove_filter	Elimina questo filtro
trove_list	title	Mappa del software
user_home	diary_notes	Diario e Note
user_home	diary_notes_entries	Voci nel diario/note:
user_home	diary_notes_monitor	Notifica le modifiche a questo diario
user_home	diary_notes_view	Visualizza Diario e Note
user_home	email	Indirizzo email:
user_home	jabber_address	Indirizzo Jabber:
user_home	login_name	Login
user_home	member_of	Questo utente è membro dei seguenti progetti:
user_home	no_projects	Questo utente non è membro di nessun progetto.
user_home	peer_rating	Valutazioni
user_home	peer_rating_disabled	L'utente ha selezionato di non partecipare alle valutazioni
user_home	personal_information	Informazioni personali
user_home	project_info	Informazioni progetto
user_home	real_name	Nome completo
user_home	site_member_since	Registrato il:
user_home	skills_profile	Profilo delle competenze
user_home	title	Profilo utente
user_home	user_id	Id utente
user_home	view_wiki	Visualizza Wiki personale
users	no_user_name	Nessun nome utente specificato
users	optout	Hai selezionato di non partecipare alle valutazioni, altrimenti avresti la possibilità di valutare questo utente. Vai nella <a href="/account/">gestione del tuo account</a> per maggiori informazioni.
users	peerinfo1	<p>Se conosci questo utente, prenditi un minuto per valutarlo secondo i seguenti criteri. Considera che i tuoi voti potranno essere visti dall'utente stesso e dagli altri.</p><p>Il sistema di valutazioni $1 si basa su concetti presi da <A HREF="http://www.advogato.com/">Advogato</A>. Il sistema è stato re-implementato ed espanso in vari modi.</p>
users	peerinfo2	<p>La casella delle valutazioni visualizza tutte le valutazioni per ogni criterio. I numeri includono valutazioni sia da utenti verificati che non.</p><ul><li>Il campo "Posizione globale" mostra la posizione dell'utente rispetto a tutti gli altri utenti valutati di $1.</li><li>Il "punteggio aggregato" visualizza una media ponderata basata solo su risposte "trusted".</li><li>Il campo "Importanza personale" mostra il peso ( tra 1 e 1.5) che sarà dato alle valutazioni di altri utenti -- valutazioni di utenti più valutati avranno un peso maggiore.</ul><p><i>Se non vuoi partecipare dal sistema di valutazione (ciò avrà effetto sia sulla possibilità di essere votato che sulla possibilità di votare gli altri utenti), vai alla tua pagina di <a href="/account/">opzioni account</a>. Se scegli di non partecipare, le tue valutazioni degli altri utenti saranno rimosse e la casella delle 'Votazioni' scomparirà dalla tua homepage.</i></p>
users	user_not_exist_text	Utente non valido
users	user_not_exist_title	L'utente non esiste
