#/**
#  *
#  * Bulgarian message catalog
#  *
#  * GForge: Breaking Down the Barriers to Open Source Development
#  * Copyright 1999-2001 (c) VA Linux Systems
#  * http://sourceforge.net
#  *
#  * @version   $Id$
#  * @author Delyan Toshev
#  *
#  */
#
# ChangeLog:
#
# 2000-10-14  Delyan Toshev
#	* Initial translation
#
#reporting       feature_req     Feature Reqs

mail_common	creation_mail_body	A mailing list will be created on $1 in 6-24 hours \nand you are the list administrator.\n\nThis list is: $3@$2 .\n\nYour mailing list info is at:\n$4 .\n\nList administration can be found at:\n$5 .\n\nYour list password is: $6 .\nYou are encouraged to change this password as soon as possible.\n\nThank you for registering your project with $1.\n\n-- the $1 staff\n
mail_common	creation_mail_subject	$1 New Mailing List
mail_common	error_min_name_length	Must Provide List Name That Is 4 or More Characters Long
mail_common	error_invalid_name	Invalid List Name
mail_common	error_invalid_group_list_id	Invalid list id
mail_common	error_list_already_exists	List Already Exists
mail_common	mailing_list	Mailing list
mail_common	mailing_lists	Mailing lists
mail_utils	admin	Администриране
mail_utils	turned_off	This Project Has Turned Off The Mailing Lists
my_bookmark	return	Return
my_bookmark_add	added_bookmark	Added bookmark for <strong>$1</strong> with title <strong>$2</strong>
my_bookmark_add	back	Back to your homepage
my_bookmark_add	bookmark_title	Bookmark Title
my_bookmark_add	bookmark_url	Bookmark URL
my_bookmark_add	section	My Personal Page
my_bookmark_add	title	Add Bookmark
my_bookmark_add	visit_page	Visit the bookmarked page
my_bookmark_delete	bookmark_deleted	Bookmark deleted
my_bookmark_delete	section	My Personal Page
my_bookmark_delete	title	Delete Bookmark
my_bookmark_edit	bookmark_updated	Bookmark Updated
my_bookmark_edit	failed_to_update_bookmark	Failed to update bookmark.
my_bookmark_edit	section	My Personal Page
my_bookmark_edit	title	Edit Bookmark
my_diary	add_new_entry	Добавяне на бележка
my_diary	details	Описание
my_diary	diary_updated	Дневникът е обновен
my_diary	entry_not_found	Бележката не е намерена или не Ви принадлежи
my_diary	error_adding_item	Грешка при добавянето на бележка
my_diary	existing_entries	Списък на бележките
my_diary	is_public	Флаг за публичност
my_diary	is_public_expl	Публично достъпните бележки ще бъдат изпратени по електронната поща на всички потрбители, които са активирали следенето за промени във Вашият дневник.
my_diary	item_added	Бележката е добавена
my_diary	no_entries	Нямате въведени бележки в дневника
my_diary	nothing_updated	Нищо не е обновено
my_diary	section	Моята персонална страница
my_diary	submit_only_once	Записване
my_diary	summary	Резюме
my_diary	title	Моят дневник и бележки
my_diary	update_entry	Обновяване на бележка
my_rmproject	operation_not_permitted_text	You cannot remove yourself from this project, because you are admin of it. You should ask other admin to reset your admin privilege first. If you are the only admin of the project, please consider posting availability notice to <a href="/people/">Help Wanted Board</a> and be ready to pass admin privilege to interested party.
my_rmproject	operation_not_permitted_title	Operation Not Permitted
my_rmproject	quitting_project	Quitting Project
my_rmproject	quitting_project_text	You are about to remove yourself from the project. Please confirm your action:
my_rmproject	title	Quitting Project
new	download	Download
new	module	Module:
new	newer_releases	Newer Releases
new	no_new_release_found	No new releases found.
new	notes_changes	Notes &amp; Changes
new	older_releases	Older Releases
new	projects_total	Project Total:
new	released_by	Released by:
new	this_project_has_not	This project has not submitted a description
new	title	New File Releases
new	version	Version:
people	about_blurb	<p>Таблото за обяви на $1 е за некомерсиално ползване.</p><p>Максималното време на престой на обява е две седмици. Потребителят, който я е публикувал може да я премахне преждевременно. (Администраторите на проекти могат винаги да публикуват отново изтекли обяви.)</p><p>През списъка от категории можете да стигнете до проекти, които се нуждаят от помощ.</p><p>Ако сте администратор на проект, можете да публикувате обява от страницата за администриране на проекта.</p>
people	action	Action
people	add_new_skill	Добавяне на ново умение
people	add_skill	Добавяне на умения
people	added_skill	Added to skill inventory
people	category	Категория
people	click_job_titles	Изберете обява за видите по-подробно описание.
people	date_opened	Дата на публикуване
people	error_inserting	ERROR inserting into skill inventory
people	error_skill_already	ERROR - skill already in your inventory
people	experience	Опит
people	here_is_list_position	Here is a list of positions available for this project.
people	invalid_id	Invalid ID
people	last_posts	Последни обяви
people	level	Ниво
people	long_description	Подробно описание
people	more_latest_posts	още нови обяви
people	must_be_loggin	You must be logged in first
people	must_select_a_skill	Must select a skill ID
people	no_categories_found	Няма намерени категории
people	no_skill_inventory_setup_up	Няма описани
people	none_found	Няма намерени обяви
people	project	Проект $1
people	section	Project Help Wanted
people	short_description	Кратко описание
people	skill	Умение
people	status	Статус
people	title	Help Wanted System
people	title_array	Име
people_admin	section	Project Help Wanted
people_admin	title	Help Wanted Administration
people_admin_people_cat	section	Help Wanted Administration
people_admin_people_cat	title	Add Job Categories
people_admin_people_skills	section	Help Wanted Administration
people_admin_people_skills	title	Add Job Skills
people_cat	section	Help Wanted
people_cat	title	List Jobs By Category
people_createjob	continue	Continue >>
people_createjob	explains	Оттук можете да публикувате обяви за търсене на хора с определени умения, които да се включат във Вашия проект.
people_createjob	section	Project Help Wanted
people_createjob	title	Create A New Job
people_editjob	error_missing	error - missing info
people_editjob	fill_in	Fill in all required fields
people_editjob	finished	Finished
people_editjob	job_insert_failed	JOB insert FAILED
people_editjob	job_insert_ok	JOB inserted successfully
people_editjob	job_skill_delete_no	JOB skill delete FAILED
people_editjob	job_skill_delete_no_wrong_id	JOB skill delete failed - wrong project_id
people_editjob	job_skill_delete_ok	JOB skill deleted successfully
people_editjob	job_skill_update_no	JOB skill update FAILED
people_editjob	job_skill_update_no_wrong_id	JOB skill update failed - wrong project_id
people_editjob	job_skill_update_ok	JOB skill updated successfully
people_editjob	job_update_no	JOB update FAILED 
people_editjob	job_update_no_wrong_id	JOB update failed - wrong project_id
people_editjob	job_update_ok	JOB updated successfully
people_editjob	no_such	No Such posting For This Project
people_editjob	posting_fetch_failed	POSTING fetch FAILED
people_editjob	section	Project Help Wanted
people_editjob	skill_explains	<p>Now you can edit/change the list of skills attached to this posting. Developers will be able to match their skills with your requirements.</p><p>All postings are automatically closed after two weeks.</p>
people_editjob	title	Редактиране на обява
people_editjob	update_description	Обновяване на описанието
people_editprofile	about_to_delete	You are about to delete the following skill$1
people_editprofile	add_new_skill	Add a new skill
people_editprofile	add_this_skill	Add This Skill
people_editprofile	all_fields_required	All fields are required!
people_editprofile	are_you_sure	Are you <strong>sure</strong> you wish to continue?
people_editprofile	cancel_skills_update	Cancelled skills update
people_editprofile	change_required_fields	Change the required fields, and press "Done" at the bottom of the page
people_editprofile	confirm_delete	Confirm Delete
people_editprofile	confirm_skill_delete	Confirm skill delete
people_editprofile	edit_delete_your_skills	Edit/Delete Your Skills
people_editprofile	edit_public_permissions	Edit Public Permissions
people_editprofile	edit_skills	Edit Skills
people_editprofile	edit_your_profile	Edit Your Profile
people_editprofile	end_date	End Date
people_editprofile	error	error - missing info
people_editprofile	failed_delete_skills	Failed to delete any skills
people_editprofile	failed_to_add_skill	Failed to add the skill
people_editprofile	failed_update_skills	Failed to update skills
